Gene	baseMean	log2FoldChange	lfcSE	pvalue	padj	threshold
ENSMUSG00000036961	0.6527200751924801	1.4061680042588505	0.18200466177129143	1.1636244282794786e-17	2.309672431628302e-16	TRUE
ENSMUSG00000029074	0.6569211116776595	1.396537476293815	0.18118363032246368	1.450678747244992e-17	2.8634259778721736e-16	TRUE
ENSMUSG00000085244	0.8601509890144208	1.386844946448269	0.1576027769555645	2.94693219547091e-20	6.617541411095436e-19	TRUE
ENSMUSG00000078639	0.4331931133211837	1.3832956413949102	0.22644843264882888	1.6510722341938615e-10	2.0699661791236116e-9	TRUE
ENSMUSG00000113331	0.2840607538517445	1.379105779257812	0.2870036793280601	4.383019319597798e-5	2.982680900682424e-4	TRUE
ENSMUSG00000021416	0.6403192012934368	1.3660977522655593	0.1828595265118603	1.2845546766240523e-16	2.4098347614869203e-15	TRUE
ENSMUSG00000093352	0.3273661676089008	1.3659259618429207	0.29343128017883296	5.150386574082647e-5	3.4691165761452743e-4	TRUE
ENSMUSG00000085095	0.26952392680677295	1.3638423047541253	0.31083206720144635	4.258279356677768e-4	0.002410590372156796	TRUE
ENSMUSG00000038224	0.8496201463718219	1.3615248432690652	0.15805073305354458	1.5936442140452955e-19	3.4242238736912697e-18	TRUE
ENSMUSG00000026432	0.8703836872305306	1.357908113675561	0.155992450384384	1.2116875433834815e-19	2.625384674152423e-18	TRUE
ENSMUSG00000089916	0.213600502946226	1.3523349581876	0.36988048560671133	0.011046504797057323	0.04278711683401679	TRUE
ENSMUSG00000015093	0.7897415429139473	1.3510987793524258	0.16387456663080865	1.0138470039258215e-18	2.1005133839000378e-17	TRUE
ENSMUSG00000021676	7.838597863481414	1.3440157155438366	0.05136963072866175	5.875934334474909e-152	1.6513120806904536e-149	TRUE
ENSMUSG00000029811	0.2818514183441088	1.3432997906293078	0.31110764037056204	4.506957136950612e-4	0.002536426276587836	TRUE
ENSMUSG00000022212	31.606102352410304	1.3431888034285548	0.025552233433166305	0	0	TRUE
ENSMUSG00000114924	0.28601762231715966	1.3413153722663465	0.2840979081242149	5.188821093898612e-5	3.493346725076333e-4	TRUE
ENSMUSG00000092816	0.28590329605212406	1.3404619390908739	0.2851267542706091	5.8168119223513036e-5	3.8901573513844853e-4	TRUE
ENSMUSG00000087059	0.8787666267700909	1.3304482212367559	0.15473452770631865	6.526020956409395e-19	1.367044862189847e-17	TRUE
ENSMUSG00000091311	0.29842398121764785	1.3293185070121636	0.2779341846421098	2.9731438052959344e-5	2.078564378559601e-4	TRUE
